review_text,review_posted_date,review_header,review_rating,review_author
Good,15 Dec 2018,Good but not best,1.0 ,ALOK KUMAR
Good,19 Mar 2019,Gd,4.0 ,"K,Gunasekharreddy"
Good,27 Mar 2019,Good phone,5.0 ,sagar gupta
Nice,22 Jul 2019,Nice,5.0 ,Kuldeep yadav
Good,12 Dec 2018,Excellent,5.0 ,Mohit Kapoor
Good,23 Jun 2019,Nice phone,4.0 ,Rejith R Nair
Nice,16 Dec 2018,Good offer,5.0 ,Bhabani Pigments Pvt. Ltd.
Good,03 May 2019,Iphone,5.0 ,Sardar Ahmed
Good,07 Dec 2018,Good,5.0 ,Rahul Hangotra
Good,10 Jun 2019,Good,5.0 ,Ghansham
All is best,06 Mar 2019,Phone j very good,5.0 ,Tarang Narendrabhai Umrigar
Every thing,22 Jul 2019,Awesome,5.0 ,Sujeet singh
Nyc quality,05 Jun 2019,Awesome,5.0 ,Gurpreet Singh Rathore
Trustworthy,17 Jul 2019,Excellent,5.0 ,Yaman chauhan
Best mobile,29 Jun 2019,Top performance,5.0 ,dinesh11
Grt,20 Jul 2019,Grt,5.0 ,vishesh
Awesome product,31 Oct 2018,Awesome,5.0 ,Abhinav Sharma
Awesome 😎,03 Jun 2019,Apple 😍,5.0 ,Amazon Customer
Nice phone,21 Dec 2018,Nice phone,5.0 ,Swadesh Baghel
good phone,28 Jan 2019,good phone,5.0 ,ayushdeep
Fake phone,23 May 2019,Fake product,1.0 ,Rachit
Nice phone,05 Jun 2019,Nice phone,5.0 ,Arun motwani
nice phone,07 Jul 2019,apple always apple,4.0 ,subhash khurana
Best phone,14 Jul 2019,Best,5.0 ,Naresh Suthar
Superb phone,14 Nov 2018,Nice,5.0 ,Sanjay
Perfect one,23 Nov 2018,Perfect one,5.0 ,SAHIL VATSA
good product,15 Nov 2018,awesome,5.0 ,Amazon Customer
Very good,24 Jun 2019,Fine,5.0 ,sujal patel
Excellent,11 Mar 2019,Satisfying,5.0 ,Shankhadeep Mitra
osm phone,12 Jan 2019,osm phone,5.0 ,Dheeraj kumar
Excellent,10 Jul 2019,Excellent,5.0 ,Sachin Jaisawal
Excellent,15 Jul 2019,Excellent,5.0 ,Abhay kumar
Fine,12 Sep 2018,Fine,5.0 ,Amazon Customer
Awesome X,02 Dec 2018,Awesome phone,5.0 ,9923202986
It is good.,17 Nov 2018,Same piece,4.0 ,Heena
Goooooooood,31 Jan 2019,Superb,5.0 ,ND patel
Best phone,10 Mar 2019,Exlnt,5.0 ,Kunal K. Kalbende
Good,08 Nov 2018,Good,5.0 ,Anilbhadoriya
Just ok.,23 Jul 2019,Not priceworthy,4.0 ,kumar prabodh
👌👌👌👌,26 Mar 2019,👌👌👌👌,5.0 ,shubham kakkar
Nice,03 Nov 2018,Worth buying,5.0 ,Amazon Customer
Nice phone,16 Nov 2018,Nice phone,5.0 ,Amazon Customer
Not bad,05 May 2019,Product are not bad,3.0 ,Akash
Amazing,07 Jul 2019,Super cooooool,5.0 ,Ritik9
Vqtgawf,13 Apr 2019,Reqgh,5.0 ,Amazon Customer
Great deal,30 Oct 2018,*,5.0 ,vikas
Great product,03 Apr 2019,No words to express one of the best👍💯,5.0 ,Kaydee
Price is high,24 Jan 2019,Best iPhone,5.0 ,Amazon Customer
Superb iphone,11 Mar 2019,Great iphone ever,5.0 ,Technical
Happy,30 Jan 2019,Happy with this product,5.0 ,Tanuja
suprb,04 Mar 2019,nice thanks,5.0 ,Taufeek Ahmad
Looks,05 Jan 2019,Amazing 🔥,5.0 ,Utkrisht Ahuja
Awsum,10 Feb 2019,Bht bdhia,5.0 ,Dr. Bhanwar Saini
Nice phone,27 Oct 2018,Good choice,4.0 ,rajat
Nice product,13 Nov 2018,Very happy,5.0 ,rajavikram
Awesome,01 Mar 2019,Unbelievable,5.0 ,Amazon Customer
Perfect,30 Jan 2019,5*,5.0 ,Santy_mama
Awesome,02 Dec 2018,Awesome,5.0 ,ARUNAT
Superb,14 Jun 2019,Amazing phone,5.0 ,anuj dang
Superb,02 Dec 2018,Impressive,5.0 ,Raja Gurjar
Best phone,30 Oct 2018,Best phone,5.0 ,Ashok kumar
great,26 May 2019,great,5.0 ,Naveen fageria
endzz,21 Jun 2019,superbb,1.0 ,Manish gupta
Great,29 May 2019,Great,5.0 ,Mohit Batra
Great,02 Feb 2019,Premium quality,5.0 ,himanshu dhankar
super,17 Jun 2019,iphone x,5.0 ,Nitin vora
Sucks,03 Jul 2019,Buy iPhone xr instead of this the phone blasted after we got it,1.0 ,RAVI VARMA S
Love it,16 Nov 2018,Excellent,5.0 ,Amit Nunia
Best phone,24 Oct 2018,Must buy product,5.0 ,Anurag Singh
Good,02 Nov 2018,iPhone X living up to its name,5.0 ,Abhinandan K
Nise,25 Mar 2019,Ok,5.0 ,Sohel ghanchi
Nice,22 Jul 2019,Nice,5.0 ,Pankaj
Nice,09 Nov 2018,Nice,5.0 ,Ankit bhardwaj
Good,19 Jul 2019,Excellent,5.0 ,Vibhuti narayan tiwari
Nice,16 Apr 2019,Nice,4.0 ,Amazon Customer
Best,02 Mar 2019,Best,5.0 ,Vinit Sandhu
Good,12 Jul 2019,I Phone,5.0 ,Adhir Ghosh
Good,18 Feb 2019,Good,5.0 ,Amazon Customer
Good,03 Jan 2019,Good,5.0 ,Priya shoooo
good,29 Jun 2019,good,5.0 ,Chanderkant Jaglan
Like,09 Jul 2019,Awesome,5.0 ,vikky
Like,06 Jul 2019,Kaint aa siraa,5.0 ,shawinder singh
Mast,29 May 2019,Mast,5.0 ,hilaymodi
Good,09 Jul 2019,Good,5.0 ,Anup kumar
Good,16 Feb 2019,Good,5.0 ,bhupinder singh
Good,29 Jun 2019,Good,5.0 ,Selvalumar
Good,09 Jul 2019,😄😄,5.0 ,sandeep kumar
Good,24 Nov 2018,Good,5.0 ,Amazon Customer
Nice,23 Nov 2018,Good,5.0 ,Sanjay Malhotra
Ok,02 Jul 2019,Ok,5.0 ,Bikram Sarkar
Excellent,10 Oct 2018,Excellent,5.0 ,Junaid
No dislikes..,14 Feb 2019,Excellent mobile,5.0 ,Phani
Best phone ever,02 Nov 2018,Iphone x,5.0 ,Akash verma
Good,30 Mar 2019,Trustworthy,5.0 ,Abhi
Good Phone.,20 Dec 2018,Good Deal,5.0 ,Nikhil Tamatta
Beautiful edges and design.iphone X itself is iconic.,08 Sep 2018,Absolutely stunning,5.0 ,Amazon Customer
Received Faulty product and Amazon deny to replace,13 Jul 2018,One Star,1.0 ,Abhinay
Really a flagship premium phone. Now I know why it costs almost one lac. Buy this instead of iPhone xs and xr. Great battery life. Feels wow in hand. Apply any case this phone looks great. Face id is top notch. Camera is fabulous. Especially portrait mode. Invest in this instead of Xs and xr.,25 Oct 2018,A new breed of iPhone.,5.0 ,Prashant
"I used several iPhone models like iPhone SE, iPhone 6s and iPhone 7 for pairing with Apple watch Cellular in the past 5 months and have finally arrived with best combo with iPhone X. Thanks to Amazon, the supplier and SBI I could get the best price for the phone. The phone with IOS 12.01 and the cellular watch works like a dream. I will go to extent of saying that I could save more than INR30000 by not opting for the latest iPhone Xs 256GB.",11 Oct 2018,Sheer delight,5.0 ,Nand
"There are much better devices at lesser prices. I understand people would still buy Apple devices. I really admire Apple for their iPad and Macbook. I have used iPhones in the past and used to think Android devices are substandard,but once I switched to Samsung Note 8, it just blew my mind. Fell in love with the display right away. There are very things to complain about even with Note 9 and it costs 30k lesser. That amount makes a significant difference.",30 Oct 2018,Better go for premium Android like Note 9,2.0 ,Bodhisattva
Best phone I have ever used ..,07 Aug 2018,Looks classy,5.0 ,Shizaah
Face id is a good feature and camera is very good.,05 Aug 2018,Good Product,4.0 ,SAJI ZACHARIA
"Camera is worst compare to iPhone 7 plus, i used iPhone 7 plus for at least 1.2 years but if we compare to x to 7 plus then 7 plus is great 7 plus is more durable than x or 8 so if you are upgrading to x then I suggest to wait for next iphone",23 Aug 2018,Camera is not good compare to 7 plus,3.0 ,A Book Lover
After buying I-phone I quenched my thirst of having it. But within a short time i realised that i have done a grave mistake and have fallen prey to this overpriced and hollow symbol of status. I asked myself as to why inpurchased this phone ? I got the following genuine answer 1. To satisfy my false ego of having it . 2. To show other people the LOGO No doubt the phone works good . But the COST to BENEFIT ratio is humongous. No sane person would buy it until he is a millionaire and have no regard for money. In one word IPHONE = EGO,11 Oct 2018,Why??,4.0 ,Amazon Customer
"I bought the iPhone X and there was an issue with the display and brightness. I had to make weekly runs to the Apple repair centre to first show the phone, then back up data etc etc. There turned out to be a genuine issue, hence, I am not sure of the aunthencity of the gadgets sold on Amazon. I think it’s completely avoidable to purchase any electronic gadgets from Amazon India. I also bought a Panasonic tv and it turned out to be faulty - in less than one month. I would advise you to buy your products after verifying them in person at a Tata Croma instead",15 Sep 2018,Do not buy electronic items from Amazon,1.0 ,Neha
"Very expensive, not value for money",05 Sep 2018,Rip off in terms of price,5.0 ,Pranshu Nahar
It is my 3rd IPHONE and apple always give better than first. I love it,24 Aug 2018,Apple is always best,5.0 ,LAKHWINDER SINGH
"I was contemplating between iphone X and XS when the big indian sale was here, as the difference between two was around 10-12 K but as i was already spending a lot I didn’t feel like spending any more and got the X. I am absolutely satisfied with the phone as the camera is amazing but the biggest difference which i noticed (coming from 6s) was the screen, as OLED makes a huge difference. Also, i recently compared the X with Xs and the only difference is if my app opens in 2 sec, it will take 1.8 sec. which does not justify 20k difference for me. No matter how good the phone is, there is no way this price can be justified. Apple really needs to understand, that if you will keep on increasing rates the way you are doing, no one will care about getting them anymore.",19 Jan 2019,Great phone but could have been cheaper.,4.0 ,Tushar mohla
Me and my sis bought iPhone X. My sis phone has touch issues. Defective product has been received. Submitted phone to Apple care.,19 Oct 2018,Touch screen problems,1.0 ,Abhishek Bhavsar
As compare to 8plus apple x 64gb is not good .. 8plus is better..,12 Sep 2018,Apple X 64 GB,4.0 ,Ashutosh Tiwari
"I have had an iPhone 8 for about 10 months now. It has been a pleasure to use. I picked up the iPhone X recently and here is the changes I noticed, a) Better typing experience on iPhone X b) Immersive display when watching video and reading text / better than iPhone 8 c) Camera is as good on both phones despite iPhone 8 having just one camera. iPhone X has the winning studio light feature. That's great but not having it is no deal breaker. Even if you come from an iPhone 7 or older iPhone than that, both cameras will blow you out of the water. d) Both have incredible all day battery life e) Both support Wireless Charging f) The iPHONE X has face ID which is gimmicky and inconvenient g) The iPhone X is supposed to have a better display but side by side you would not notice it. h) Both are very durable. But you are less likely to break the iPhone 8 as it is less slippery and perfectly ok to use without case. The iPhone X is too expensive to use without a good case. So consider how that will cost another Rs 1000-2000 or so. i) Equal in speed and performance as same processor j) Both are equally future proof k) Speaker is 10% louder on iPhone X but iPhone 8 is loud enough and very clear Overall, dear reader, please know that the difference in price at the time of writing this review is Rs 13,000. Would I recommend you paying the extra 13000 to get the iPhone X? I don't think so. At Rs 57000 the iPhone 8 64GB is a great deal. If you are worrying about running out of space, you can always pay Rs 200 a month and get 200+ GB cloud storage. So for less than Rs 3000 a year, you can avail cloud storage and make iPhone backups on cloud. I also want to say the iPhone X is a very good prospect at Rs 70,000 and is likely to last you 3 years. And at the end you will be able to sell for Rs 35,000 or so in the used industry. Same goes for iPhone 8. I went back to my iPhone 8, I am happy with it for now. I also feel this will last me another year or at least six more months. PLEASE NOTE : The iPhone 8 is not my primary phone. My primary phone is S9 Plus. If I had just one phone, I seriously would consider the iPhone X over the iPhone 8. So there you have it. Thanks for reading. Click helpful if you don't mind. Thanks!!",04 May 2019,COMPARISON WITH IPHONE 8. WHATS A BETTER DEAL?,4.0 ,Kanwar Anand
"Wanted to upgrade from my iPhone 7. Got this during the great Indian festival sale at a discounted price. At the price of 62k (including amazon cash back and sbi discounts), I think it was totally worth it in comparison to XS which was close to 30k more with very few additional features. Display, camera are awesome. I feel some apps are not making use of the large screen but i guess it should be available in next few months. Bought otter box cover which will protect the glass panel on the back.",17 Oct 2018,Breathtaking beauty or beast 😛,5.0 ,Shikhar Anand
this is 5th iphone and as usual love for apple.. best iphone ever i had,19 Sep 2018,best phone in market,5.0 ,alok kishor suman
Best camera and Screen !!,14 Aug 2018,9/10,5.0 ,Holygrail×9
exellent thnks to amazon,05 Aug 2018,Five Stars,5.0 ,Anurag S.
Awesome!!,19 Feb 2019,In love with this,5.0 ,dhruv
Good,24 Jan 2019,Good,5.0 ,NAGURI
Good product,11 Nov 2018,Gud product,5.0 ,Vinay Kumar
Good,19 Dec 2018,Good,3.0 ,Chitranjan Singh
Defected iphone x delivered and not able replace even after apple care confirmed hardware issue within 24 hr of product delivery. Need to work with apple directly and get the new iphone repaired first before using. Thanks,12 Oct 2018,Defected iphone x received,1.0 ,Amazon0611
"Purchased from Amazon.in from apporio retail. Phone started to fail on 19th day. Face detection started to fail. Screen turned green and purple. Its 21 day today, taking it to apple service centre.",24 Sep 2018,Not recommended. Screen issue in iPhone X.,1.0 ,Shashi Jangra
Very bad,28 Aug 2018,Very bad,1.0 ,JEETENDRA CHETWANI
"I bought two iPhones from amazon. Bought of them are defective. Defective in the sense everything works but on one phone there was a scratch on top, blue mark in the ringer switch and a dust speck inside the rear camera lens. On another phone everything was fine except the glass edges feel rough and the glass is a little bit outwords also. If we are paying such a high amount for these phones then they should not have these kinds of problems. Now amazon is not providing me with an option to get replacement but instead I have to go at apple service centre and submit my phone with them for 3-4 days. Until then no phone or a standby phone from apple. This is a very poor experience as I will have to go through all the hassle. Other than that the delivery was on time.",10 Oct 2018,Not a perfect piece.,2.0 ,Shivank Magotra
Simply awesome 😍,01 Sep 2018,Super,5.0 ,Nishant Singh
"Some will back off due to high price. Once you use the phone, you will forget the price Innovative phone from apple",17 Oct 2018,No phone can match it,5.0 ,Pavan Dokka
Battery not charging within 20 days of purchase,26 Oct 2018,Stick to iPhone 8,2.0 ,Sachins
Reached expectations,14 Aug 2018,Awesome phone,4.0 ,saikumar bonthapally
Nice mobile works so good,06 Oct 2018,Apple no words gues just buy n use ...,5.0 ,Patel’s
I phone is best ever,02 Sep 2018,Nice phone,5.0 ,Amazon Customer
Just one word 'awesome',13 Sep 2018,Only for status,5.0 ,Anshul
Excellent product from Apple.....classy design....,17 Oct 2018,Excellent,5.0 ,Amazon Customer
Awesome camera and super display well ahead of Samsung,10 Oct 2018,Awesome phone apple will always be ahead in terms of camera quality,5.0 ,Amazon Customer
I bought I phone X from Amazon but only after 6 months of usage the chrome is coming off. So it puts me in a doubt whether its original product sold by Amazon or Duplicate? And if its original than whats the use of buying this costly Apple product where you pay 90K and what you get is your phone shedding its colour. Really disappointed and most probably last time I have spent money on Apple.,18 Aug 2018,Original or Duplicate,2.0 ,Amazon Customer
Very good product worth it...,17 Oct 2018,Review,5.0 ,Harsh Agarwal
All things are good,03 Sep 2018,Keep some less price in India,5.0 ,Parth patel
"What is the big deal here, 3 to 4 days back also the iphone price was same, now also it's same",20 Jan 2019,Not making sence,5.0 ,Amazon Customer
"Masterclass from the house of Apple. Used for month and no complaint. Robust, secure, seamless and best OS ever in Mobile history - iOS.",05 Jun 2018,seamless and best OS ever in Mobile history - iOS,5.0 ,harshad
"Worse phone ever it sucks this have nothing battery backup,,, ooo sorry no backups at all. The camera is justified as ok, 80000 phone and u just gonna get a ok camera, talking about display ya its good... U can buy this phone for the display and the build design¿¿ But think 10 time before buying this phone. U can go for one plus, Samsungs because they know the value money!!!",27 Apr 2019,If want to showoff then go for this dumbphone,2.0 ,Aurosheet
Actually this is my first iPhone X my uncle bought it for me from his own account through Amazon it is a 256 GB edition Pros: 1) A11 Bionic Processor is blazing fast and coupled with 3GB ram you will never have any issues with any of the heavy duty tasks you throw at it 2) Screen resolution (Super retina HD) and the contrast ratio makes the viewing experience breathtaking 3) Got the A1865 model ( iPhone X A1865 uses the Qualcomm MDM9655 Snapdragon X16 LTE modem while the iPhone X A1901 has the Intel XMM 7480 modem) which is better than the A1901 model as A1865 covers more cellular bands (GSM and CDMA networks and frequencies) and the performance of Qualcomm’s chips has always been better than Intel’s. LTE speeds and cellular receptions in case of weak signals also are a shade better than A1901. Cons: 1) All glass body makes this susceptible to breakage. So recommend having a case around it (preferably a transparent one so that the beauty of the original phone can still be enjoyed!) 2) I have to say that battery life is average - a shade better than iPhone 8. 3) Additional touch id support would have been better as an alternative unlocking option Will come up with a detailed review soon in a couple of weeks.,03 Mar 2019,A good experience for me since this is my first Apple iPhone,4.0 ,Amazon Customer
"the original iphone X is still considered one of the best smartphones ever made,even after a successor XS has launched,it is still a better buy as the processor in iphone X is literally much faster than any android phones out there so speed is not a query ,battery life still seems reasonable ,and the display is so crisp and awesome even with that huge notch ,face id works greats although a dedicated fingerprint sensor would be nice ,my final verdict Iphone X is still a great buy compared to Iphone XS and XR due to its drop in price ,but the better choice is this https://www.amazon.in/gp/offer-listing/B0711T2L8K/ref=as_li_tl?ie=UTF8&camp=3638&creative=24630&creativeASIN=B0711T2L8K&linkCode=am2&tag=techstore01-21&linkId=a58094adb066087bad018f471672e0e7",12 Dec 2018,Better deal than the Iphone XS and XR,4.0 ,Tech reviews
"This is a very good device, all features of this device are also good than other smartphones like finger print reader, battery life and low light system etc.",27 Apr 2019,BEST OF ALL SMARTPHONE,5.0 ,Amit Mazumder
"iPhone X is recently blast,Apple products is good, but not updated present society situations, he’s not providing “ call recording “options & Whatsapp voice recordings saving options, & more dooo sad 😔 bye bye apple, I’m using 6s this is my last iPhone, same features running I never buy iPhone.",16 Nov 2018,iPhone X is blast recently 💣,1.0 ,Kiran kumar
"Super smooth glass texture, looks stunning, very good features, Camera is just too good, Classy for sure. If you are getting confused when trying to buy the best premium phone in the market available, go for IPhone X rather than for 1+ or Samsung or iPhone X’s or R, You will not be disappointed at all, it’s better in cost, and has all the features you will need. Go for it without having second thought!",01 Jun 2019,A good buy,5.0 ,♥
The display is such an amazing. Overs good performance. Camera quality is also fantastic.Only one thing is not good that it’s little heavy.,28 Jun 2018,Mind blowing products,5.0 ,anil
"It's a great phone, but apart from the Face ID, animoji and the fact its all-screen, everything is the same as in previous models like iPhone 6s plus.",15 Aug 2018,Nice,5.0 ,Sanchita Pandey
First of all... I have received Brand new phone. Quality is really great and is upto Brand name. Best phone among others in this range spcly better than android. Apple security is far better than android. Yu can easily rely on it when it comes to data privacy. Face unlock works well even in very low light. Sometimes it recognise your face even there is not light around. Smooth & Fast interface. Ratings - 5/5 For Seller and 5/5 for the Brand but 4/5 for Amazon delivery coz package box was little damage from one side. I get worried about phone inside it but luckily i see no damage to phn. Appario retail pvt. Ltd. Is genuine seller Yu can place orders for apple products without any doubt. Original phn and accessories will be delivered to yu once yu successfully placed order.,23 Jul 2019,Still the Best contender among all phones. Apple brand name talk everything.,4.0 ,HARMEET SINGH
